Institution,Academic Discipline (if available),Enrollment Profile,Undergraduate Profile,Size and Setting,Scholarship Awarded,LACN/IVY/OTHER,Year (2005-2015)
Syracuse University,"anthropology, magazine journalism",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
University of Pennsylvania,"international studies, finance, mathematics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Stanford University,"physics, mathematics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Cornell University,government,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2011
Emory University,sociology,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
University of Chicago,biological sciences,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Rice University,"biochemistry, policy studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2011
University of Oregon,"biology, human physiology",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2011
Yale University,political science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2011
University of Pennsylvania,"economics, health policy, nursing",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Swarthmore College,"economics, education, public policy",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2011
Princeton University,"history, russian language, culture in russian and eurasian studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2011
Yale University,"political science, international studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2011
University of Maryland - College Park,mechanical engineering,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2011
U.S. Military Academy,life sciences,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2011
Duke University,"biomedical engineering, chemistry",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
University of California - Santa Cruz,history,VHU: Very high undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2011
Massachusetts Institute of Technology,"physics, mathematics, economics, music",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
University of Chicago,"biology, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Harvard University,"government, health policy",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2011
Georgia Institute of Technology,"industrial engineering, public policy",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Northwestern University,history,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Wake Forest University,philosophy,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2011
Wheaton College,political science,,,,Marshalls,Other,2010
Cornell University,music,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2010
Georgetown University,"culture and politics, international development",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
University of Pennsylvania,"africana studies, english",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Agnes Scott College,"women's studies, sociology and anthropology, political science",VHU: Very high undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","VS4/HR: Very small four-year, highly residential",Marshalls,Other,2010
Harvard University,chemistry,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2010
University of Richmond,philosophy,HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2010
U.S. Naval Academy,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2010
University of California - Los Angeles,"economics, political science",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2010
University of Wisconsin - Madison,"physics, math, french",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2010
Duke University,"international comparative studies, african asian languages and literature, chinese",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Temple University,music composition,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2010
University of Texas - Austin,,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2010
Stanford University,mathematics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Williams College,"art history, cognitive science",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2010
University of Wyoming,political science,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2010
Massachusetts Institute of Technology,"mechanical engineering, cognitive science, music",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Brown University,"philosophy, cognitive neuroscience, physics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2010
Stanford University,human biology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Dartmouth College,international health,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY/LACN,2010
Princeton University,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2010
Yale University,chemistry,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2010
University of Oregon,"physics, mathematics",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2010
Emory University,"anthropology, human biology, classics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
U.S. Air Force Academy,"management, spanish",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2010
Michigan State University,"physics, astrophysics",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2010
Williams College,"mathematics, political science",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2010
Massachusetts Institute of Technology,"mathematics, biology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
University of Chicago,"history, political science",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
University of Missouri - Columbia,"convergence journalism, international studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
University of Florida,"biochemistry, molecular biology",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2010
University of Colorado System - Boulder,"biochemistry, molecular biology, cellular biology, developmental biology",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2010
Yale University,sociology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2010
John Hopkins University,"international relations, anthropology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Stanford University,"economics, political science",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Stanford University,political science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2010
Yale University,"physics, computer science, mathematics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2009
University of Chicago,chemistry,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
U.S. Naval Academy,chemistry,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2009
Amherst College,"political theory, english",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2009
Middlebury College,"molecular biology, biochemistry",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2009
Columbia University,"african studies, history",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2009
U.S. Naval Academy,"physics, mechanical engineering",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2009
Davidson College,political science,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2009
Arizona State University,"physics, mathematics",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2009
John Hopkins University,public health,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
University of Texas - Austin,"philosophy, classics",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2009
Stanford University,biological sciences,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Northwestern University,"political science, american studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Boston College,philosophy,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Massachusetts Institute of Technology,,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Duke University,"biology, physics, genome sciences and policy",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Boston College,philosophy,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Harvard University,english,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2009
John Hopkins University,public health,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Harvard University,"social studies, mandarin chinese",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2009
U.S. Air Force Academy,political science,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2009
University of South Carolina - Columbia,,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2009
University of Connecticut,economics,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
University of Alaska - Anchorage,economics,VHU: Very high undergraduate,PT4: Higher part-time four-year,"M4/NR: Medium four-year, primarily nonresidential",Marshalls,Other,2009
Carnegie Mellon University,"vocal performance, psychology",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Massachusetts Institute of Technology,"computer science, biology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Duke University,"physics, electrical and computer engineering",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Massachusetts Institute of Technology,mechanical engineering,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Harvard University,social studies,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2009
Princeton University,public and international affairs,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2009
Stanford University,"physics, mathematics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Temple University,"english, secondary education, anthropology and sociology",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2009
Massachusetts Institute of Technology,"physics, applied international studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2009
Wheaton College,sociology,,,,Marshalls,Other,2009
Harvard University,linguistics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2009
Rice University,bioengineering,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2009
U.S. Naval Academy,"history, chinese",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2009
University of Houston,music,HU: High undergraduate,"MFT4/S/HTI: Medium full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2009
U.S. Naval Academy,systems engineering,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2009
Massachusetts Institute of Technology,mechanical engineering,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
Stanford University,"economics, biological sciences",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
Ohio University,political science,,,,Marshalls,Other,2008
Cornell University,mathematics,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2008
Rice University,"biophysics, chemistry, chemical physics, biochemistry, cell biology",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2008
Brown University,english,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2008
Georgia Institute of Technology,"biomedical engineering, engineering entrepreneurship",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
North Carolina State University,"physics, applied mathematics",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2008
University of Illinois - Urbana - Champaign,"english, religious studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2008
University of Pennsylvania,"philosophy, political science, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
University of Washington - Seattle,"statistics, mathematics, sociology, music",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2008
Virginia Military Institute,"electrical and computer engineering, writing",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2008
Harvard University,"french literature, linguistics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2008
U.S. Naval Academy,"political science, french",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2008
New Mexico State University,"electrical engineering, computer science, applied math",HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2008
U.S. Naval Academy,political science,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2008
University of Massachusetts - Amherst,"jounalism, political science, international relations",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,LACN,2008
Columbia University,"philosophy, gender studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2008
College of William and Mary,"arabic language and literature, middle eastern studies",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2008
University of Rochester,trumpet performance,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2008
U.S. Naval Academy,"history, spanish",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2008
University of Montana - Missoula,physics,HU: High undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2008
Arizona State University,"economics, political science",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2008
Michigan State University,"international relations, psychology",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2008
Stanford University,chemistry,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2008
Duke University,"civil/environmental engineering, biomedical engineering",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
George Mason University,"government, international politics, islamic studies",MU: Majority undergraduate,"MFT4/S/HTI: Medium full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2008
U.S. Military Academy,chinese,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2008
Indiana University,violin,HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","M4/R: Medium four-year, primarily residential",Marshalls,Other,2008
Georgetown University,"history, mathematics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
Yale University,anthropology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2008
Yale University,biology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2008
University of Chicago,history,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
Princeton University,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2008
Boston University,"art history, french literature",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2008
University of Wyoming,"zoology, environment and natural resources",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2008
University of Texas - Austin,middle eastern studies,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2008
University of Virginia,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
Cornell University,refugee studies and sociology,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2007
University of California - Berkeley,,MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
Princeton University,"mathematics concentration, program in applied and computational mathematics, program in applications of computing",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2007
U.S. Air Force Academy,"aeronautical engineering, japanese",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2007
University of Michigan System - Ann Arbor,"political science, economics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
University of California - Los Angeles,"molecular, cell, and developmental biology",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
Massachusetts Institute of Technology,computer science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
U.S. Military Academy,economics,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2007
Princeton University,"molecular biology, neuroscience",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2007
University of Nebraska System - Lincoln,journalism,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
New York University,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
Ohio State University System - Columbus,"microbiology, finance, political science, korean",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2007
Texas A&M University - College Station,archtecture,,,,Marshalls,Other,2007
Harvard University,social studies,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2007
Howard University,speech communication,MU: Majority undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2007
Vanderbilt University,"physics, mathematics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2007
U.S. Naval Academy,"american politics, law, spanish",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2007
Kansas State University,mechanical engineering,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
University of Southern California,"poltical science, music performance",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2007
